day,month,year,experiment,subject,sample_quantity,sample_feature,feature_of_numerical_match,feature_of_numerical_distractor,block_all,block_individual,trial_within_block,chosen_quantity,chosen_feature,correct
31,1,2019,number_only,5,4,"NA","NA","NA",2,2,4,4,"NA",1
31,1,2019,number_only,5,4,"NA","NA","NA",3,3,1,1,"NA",0
31,1,2019,number_only,5,4,"NA","NA","NA",3,3,2,4,"NA",1
31,1,2019,number_only,5,4,"NA","NA","NA",3,3,3,4,"NA",1
31,1,2019,number_only,5,4,"NA","NA","NA",3,3,4,4,"NA",1
31,1,2019,number_only,5,4,"NA","NA","NA",5,4,1,4,"NA",1
31,1,2019,number_only,5,4,"NA","NA","NA",5,4,2,4,"NA",1
31,1,2019,number_only,5,4,"NA","NA","NA",5,4,3,1,"NA",0
31,1,2019,number_only,5,4,"NA","NA","NA",6,5,1,4,"NA",1
31,1,2019,number_only,5,4,"NA","NA","NA",6,5,2,1,"NA",0
31,1,2019,number_only,5,4,"NA","NA","NA",7,6,1,4,"NA",1
31,1,2019,number_only,5,4,"NA","NA","NA",7,6,2,4,"NA",1
31,1,2019,number_only,5,4,"NA","NA","NA",7,6,3,1,"NA",0
31,1,2019,number_only,5,4,"NA","NA","NA",7,6,4,1,"NA",0
31,1,2019,number_only,5,4,"NA","NA","NA",7,6,5,4,"NA",1
31,1,2019,number_only,5,4,"NA","NA","NA",7,6,6,1,"NA",0
31,1,2019,number_only,6,4,"NA","NA","NA",1,1,1,1,"NA",0
31,1,2019,number_only,6,4,"NA","NA","NA",1,1,2,4,"NA",1
31,1,2019,number_only,6,4,"NA","NA","NA",1,1,3,4,"NA",1
31,1,2019,number_only,6,4,"NA","NA","NA",1,1,4,4,"NA",1
31,1,2019,number_only,6,4,"NA","NA","NA",1,1,5,4,"NA",1
31,1,2019,number_only,6,4,"NA","NA","NA",2,2,1,4,"NA",1
31,1,2019,number_only,6,4,"NA","NA","NA",3,3,1,4,"NA",1
31,1,2019,number_only,6,4,"NA","NA","NA",3,3,2,4,"NA",1
31,1,2019,number_only,6,4,"NA","NA","NA",3,3,3,4,"NA",1
31,1,2019,number_only,6,4,"NA","NA","NA",3,3,4,4,"NA",1
31,1,2019,number_only,6,4,"NA","NA","NA",5,4,1,4,"NA",1
31,1,2019,number_only,6,4,"NA","NA","NA",5,4,2,4,"NA",1
31,1,2019,number_only,6,4,"NA","NA","NA",5,4,3,4,"NA",1
31,1,2019,number_only,6,4,"NA","NA","NA",5,4,4,4,"NA",1
31,1,2019,number_only,6,4,"NA","NA","NA",5,4,5,1,"NA",0
31,1,2019,number_only,6,4,"NA","NA","NA",5,4,6,4,"NA",1
31,1,2019,number_only,6,4,"NA","NA","NA",6,5,1,1,"NA",0
31,1,2019,number_only,6,4,"NA","NA","NA",6,5,2,4,"NA",1
31,1,2019,number_only,6,4,"NA","NA","NA",6,5,3,4,"NA",1
31,1,2019,number_only,6,4,"NA","NA","NA",6,5,4,4,"NA",1
31,1,2019,number_only,6,4,"NA","NA","NA",6,5,5,1,"NA",0
31,1,2019,number_only,6,4,"NA","NA","NA",7,6,1,4,"NA",1
31,1,2019,number_only,6,4,"NA","NA","NA",7,6,2,4,"NA",1
31,1,2019,number_only,6,4,"NA","NA","NA",7,6,3,4,"NA",1
31,1,2019,number_only,6,4,"NA","NA","NA",7,6,4,1,"NA",0
31,1,2019,number_only,7,4,"NA","NA","NA",1,1,1,4,"NA",1
31,1,2019,number_only,7,4,"NA","NA","NA",1,1,2,4,"NA",1
31,1,2019,number_only,7,4,"NA","NA","NA",1,1,3,1,"NA",0
31,1,2019,number_only,7,4,"NA","NA","NA",1,1,4,4,"NA",1
31,1,2019,number_only,7,4,"NA","NA","NA",1,1,5,4,"NA",1
31,1,2019,number_only,7,4,"NA","NA","NA",1,1,6,4,"NA",1
31,1,2019,number_only,7,4,"NA","NA","NA",2,2,1,1,"NA",0
31,1,2019,number_only,7,4,"NA","NA","NA",2,2,2,1,"NA",0
31,1,2019,number_only,7,4,"NA","NA","NA",2,2,3,1,"NA",0
31,1,2019,number_only,7,4,"NA","NA","NA",2,2,4,4,"NA",1
31,1,2019,number_only,7,4,"NA","NA","NA",3,3,1,4,"NA",1
31,1,2019,number_only,7,4,"NA","NA","NA",4,4,1,4,"NA",1
31,1,2019,number_only,7,4,"NA","NA","NA",4,4,2,1,"NA",0
31,1,2019,number_only,7,4,"NA","NA","NA",4,4,3,4,"NA",1
31,1,2019,number_only,7,4,"NA","NA","NA",4,4,4,4,"NA",1
31,1,2019,number_only,7,4,"NA","NA","NA",5,5,1,1,"NA",0
31,1,2019,number_only,7,4,"NA","NA","NA",5,5,2,4,"NA",1
31,1,2019,number_only,7,4,"NA","NA","NA",5,5,3,4,"NA",1
31,1,2019,number_only,7,4,"NA","NA","NA",5,5,4,1,"NA",0
31,1,2019,number_only,7,4,"NA","NA","NA",5,5,5,4,"NA",1
31,1,2019,number_only,7,4,"NA","NA","NA",5,5,6,4,"NA",1
31,1,2019,number_only,7,4,"NA","NA","NA",5,5,7,1,"NA",0
31,1,2019,number_only,7,4,"NA","NA","NA",5,5,8,4,"NA",1
31,1,2019,number_only,7,4,"NA","NA","NA",6,6,1,4,"NA",1
31,1,2019,number_only,7,4,"NA","NA","NA",6,6,2,4,"NA",1
31,1,2019,number_only,7,4,"NA","NA","NA",6,6,3,1,"NA",0
31,1,2019,number_only,7,4,"NA","NA","NA",7,7,1,1,"NA",0
31,1,2019,number_only,7,4,"NA","NA","NA",7,7,2,1,"NA",0
31,1,2019,number_only,7,4,"NA","NA","NA",7,7,3,4,"NA",1
31,1,2019,number_only,7,4,"NA","NA","NA",7,7,4,4,"NA",1
31,1,2019,number_only,7,4,"NA","NA","NA",7,7,5,1,"NA",0
31,1,2019,number_only,8,4,"NA","NA","NA",1,1,1,4,"NA",1
31,1,2019,number_only,8,4,"NA","NA","NA",1,1,2,1,"NA",0
31,1,2019,number_only,8,4,"NA","NA","NA",2,2,1,4,"NA",1
31,1,2019,number_only,8,4,"NA","NA","NA",3,3,1,1,"NA",0
31,1,2019,number_only,8,4,"NA","NA","NA",3,3,2,4,"NA",1
31,1,2019,number_only,8,4,"NA","NA","NA",3,3,3,4,"NA",1
31,1,2019,number_only,8,4,"NA","NA","NA",3,3,4,4,"NA",1
31,1,2019,number_only,8,4,"NA","NA","NA",4,4,1,4,"NA",1
31,1,2019,number_only,8,4,"NA","NA","NA",4,4,2,4,"NA",1
31,1,2019,number_only,8,4,"NA","NA","NA",4,4,3,1,"NA",0
31,1,2019,number_only,8,4,"NA","NA","NA",4,4,4,4,"NA",1
31,1,2019,number_only,8,4,"NA","NA","NA",4,4,5,4,"NA",1
31,1,2019,number_only,8,4,"NA","NA","NA",5,5,1,4,"NA",1
31,1,2019,number_only,8,4,"NA","NA","NA",7,6,1,4,"NA",1
31,1,2019,number_only,8,4,"NA","NA","NA",7,6,2,1,"NA",0
31,1,2019,number_only,8,4,"NA","NA","NA",7,6,4,1,"NA",0
31,1,2019,number_only,8,4,"NA","NA","NA",7,6,5,4,"NA",1
31,1,2019,number_only,9,4,"NA","NA","NA",1,1,1,4,"NA",1
31,1,2019,number_only,9,4,"NA","NA","NA",2,2,1,4,"NA",1
31,1,2019,number_only,9,4,"NA","NA","NA",4,3,1,4,"NA",1
31,1,2019,number_only,9,4,"NA","NA","NA",4,3,2,4,"NA",1
31,1,2019,number_only,9,4,"NA","NA","NA",5,4,1,1,"NA",0
31,1,2019,number_only,9,4,"NA","NA","NA",6,5,1,4,"NA",1
31,1,2019,number_only,10,4,"NA","NA","NA",1,1,1,4,"NA",1
31,1,2019,number_only,10,4,"NA","NA","NA",1,1,2,1,"NA",0
31,1,2019,number_only,10,4,"NA","NA","NA",3,2,1,1,"NA",0
31,1,2019,number_only,10,4,"NA","NA","NA",3,2,2,4,"NA",1
31,1,2019,number_only,10,4,"NA","NA","NA",4,3,1,4,"NA",1
31,1,2019,number_only,10,4,"NA","NA","NA",4,3,2,1,"NA",0
31,1,2019,number_only,10,4,"NA","NA","NA",4,3,3,4,"NA",1
31,1,2019,number_only,10,4,"NA","NA","NA",5,4,1,4,"NA",1
31,1,2019,number_only,10,4,"NA","NA","NA",5,4,2,4,"NA",1
31,1,2019,number_only,10,4,"NA","NA","NA",5,4,3,4,"NA",1
31,1,2019,number_only,10,4,"NA","NA","NA",6,5,1,4,"NA",1
31,1,2019,number_only,10,4,"NA","NA","NA",6,5,2,4,"NA",1
31,1,2019,number_only,10,4,"NA","NA","NA",6,5,3,4,"NA",1
31,1,2019,number_only,11,4,"NA","NA","NA",1,1,1,1,"NA",0
31,1,2019,number_only,11,4,"NA","NA","NA",1,1,2,1,"NA",0
31,1,2019,number_only,11,4,"NA","NA","NA",1,1,3,1,"NA",0
31,1,2019,number_only,11,4,"NA","NA","NA",1,1,4,4,"NA",1
31,1,2019,number_only,11,4,"NA","NA","NA",1,1,5,4,"NA",1
31,1,2019,number_only,12,4,"NA","NA","NA",2,1,1,1,"NA",0
31,1,2019,number_only,12,4,"NA","NA","NA",4,2,1,4,"NA",1
31,1,2019,number_only,12,4,"NA","NA","NA",4,2,2,4,"NA",1
31,1,2019,number_only,12,4,"NA","NA","NA",5,3,1,4,"NA",1
31,1,2019,number_only,12,4,"NA","NA","NA",5,3,2,1,"NA",0
31,1,2019,number_only,12,4,"NA","NA","NA",5,3,3,4,"NA",1
31,1,2019,number_only,12,4,"NA","NA","NA",6,4,1,4,"NA",1
31,1,2019,number_only,13,4,"NA","NA","NA",1,1,1,4,"NA",1
31,1,2019,number_only,13,4,"NA","NA","NA",2,2,1,4,"NA",1
31,1,2019,number_only,13,4,"NA","NA","NA",2,2,2,4,"NA",1
31,1,2019,number_only,13,4,"NA","NA","NA",2,2,3,4,"NA",1
31,1,2019,number_only,13,4,"NA","NA","NA",2,2,4,4,"NA",1
31,1,2019,number_only,13,4,"NA","NA","NA",3,3,1,4,"NA",1
31,1,2019,number_only,13,4,"NA","NA","NA",4,4,1,4,"NA",1
31,1,2019,number_only,13,4,"NA","NA","NA",4,4,2,4,"NA",1
31,1,2019,number_only,13,4,"NA","NA","NA",4,4,3,1,"NA",0
31,1,2019,number_only,13,4,"NA","NA","NA",5,5,1,4,"NA",1
31,1,2019,number_only,13,4,"NA","NA","NA",5,5,2,4,"NA",1
31,1,2019,number_only,13,4,"NA","NA","NA",5,5,3,4,"NA",1
31,1,2019,number_only,13,4,"NA","NA","NA",5,5,4,4,"NA",1
31,1,2019,number_only,13,4,"NA","NA","NA",6,6,1,4,"NA",1
31,1,2019,number_only,13,4,"NA","NA","NA",6,6,2,4,"NA",1
31,1,2019,number_only,13,4,"NA","NA","NA",6,6,3,4,"NA",1
31,1,2019,number_only,13,4,"NA","NA","NA",7,7,1,4,"NA",1
31,1,2019,number_only,13,4,"NA","NA","NA",7,7,2,1,"NA",0
31,1,2019,number_only,14,4,"NA","NA","NA",1,1,1,4,"NA",1
31,1,2019,number_only,14,4,"NA","NA","NA",1,1,2,4,"NA",1
31,1,2019,number_only,14,4,"NA","NA","NA",3,3,1,4,"NA",1
31,1,2019,number_only,14,4,"NA","NA","NA",3,3,2,4,"NA",1
31,1,2019,number_only,14,4,"NA","NA","NA",4,4,1,4,"NA",1
31,1,2019,number_only,14,4,"NA","NA","NA",4,4,2,1,"NA",0
31,1,2019,number_only,14,4,"NA","NA","NA",4,4,3,4,"NA",1
31,1,2019,number_only,14,4,"NA","NA","NA",4,4,4,4,"NA",1
31,1,2019,number_only,14,4,"NA","NA","NA",5,5,1,4,"NA",1
31,1,2019,number_only,14,4,"NA","NA","NA",5,5,2,4,"NA",1
5,2,2019,number_only,15,1,"NA","NA","NA",1,1,1,4,"NA",0
5,2,2019,number_only,15,1,"NA","NA","NA",1,1,2,4,"NA",0
5,2,2019,number_only,15,1,"NA","NA","NA",1,1,3,1,"NA",1
5,2,2019,number_only,15,1,"NA","NA","NA",1,1,4,4,"NA",0
5,2,2019,number_only,15,1,"NA","NA","NA",1,1,5,1,"NA",1
5,2,2019,number_only,15,1,"NA","NA","NA",1,1,6,4,"NA",0
5,2,2019,number_only,15,1,"NA","NA","NA",1,1,7,4,"NA",0
5,2,2019,number_only,15,1,"NA","NA","NA",1,1,8,1,"NA",1
5,2,2019,number_only,15,1,"NA","NA","NA",2,2,1,1,"NA",1
5,2,2019,number_only,15,1,"NA","NA","NA",2,2,2,1,"NA",1
5,2,2019,number_only,15,1,"NA","NA","NA",2,2,3,1,"NA",1
5,2,2019,number_only,15,1,"NA","NA","NA",2,2,4,4,"NA",0
5,2,2019,number_only,15,1,"NA","NA","NA",2,2,5,1,"NA",1
5,2,2019,number_only,15,1,"NA","NA","NA",2,2,6,1,"NA",1
5,2,2019,number_only,15,1,"NA","NA","NA",3,3,1,4,"NA",0
5,2,2019,number_only,15,1,"NA","NA","NA",4,4,1,1,"NA",1
5,2,2019,number_only,15,1,"NA","NA","NA",5,5,1,4,"NA",0
5,2,2019,number_only,15,1,"NA","NA","NA",5,5,2,4,"NA",0
5,2,2019,number_only,15,1,"NA","NA","NA",5,5,3,4,"NA",0
5,2,2019,number_only,15,1,"NA","NA","NA",5,5,4,4,"NA",0
5,2,2019,number_only,15,1,"NA","NA","NA",5,5,5,4,"NA",0
5,2,2019,number_only,15,1,"NA","NA","NA",6,6,1,1,"NA",1
5,2,2019,number_only,15,1,"NA","NA","NA",6,6,2,4,"NA",0
5,2,2019,number_only,15,1,"NA","NA","NA",6,6,3,1,"NA",1
5,2,2019,number_only,15,1,"NA","NA","NA",6,6,4,1,"NA",1
5,2,2019,number_only,15,1,"NA","NA","NA",6,6,5,4,"NA",0
5,2,2019,number_only,15,1,"NA","NA","NA",7,7,1,1,"NA",1
5,2,2019,number_only,15,1,"NA","NA","NA",7,7,2,4,"NA",0
5,2,2019,number_only,15,1,"NA","NA","NA",7,7,3,1,"NA",1
5,2,2019,number_only,15,1,"NA","NA","NA",7,7,4,1,"NA",1
5,2,2019,number_only,15,1,"NA","NA","NA",8,8,1,4,"NA",0
5,2,2019,number_only,15,1,"NA","NA","NA",8,8,2,4,"NA",0
5,2,2019,number_only,15,1,"NA","NA","NA",8,8,3,4,"NA",0
5,2,2019,number_only,16,1,"NA","NA","NA",1,1,1,4,"NA",0
5,2,2019,number_only,16,1,"NA","NA","NA",1,1,2,1,"NA",1
5,2,2019,number_only,16,1,"NA","NA","NA",1,1,3,4,"NA",0
5,2,2019,number_only,16,1,"NA","NA","NA",2,2,1,1,"NA",1
5,2,2019,number_only,16,1,"NA","NA","NA",3,3,1,4,"NA",0
5,2,2019,number_only,16,1,"NA","NA","NA",3,3,2,4,"NA",0
5,2,2019,number_only,16,1,"NA","NA","NA",3,3,3,1,"NA",1
5,2,2019,number_only,16,1,"NA","NA","NA",3,3,4,4,"NA",0
5,2,2019,number_only,16,1,"NA","NA","NA",8,4,1,1,"NA",1
5,2,2019,number_only,16,1,"NA","NA","NA",8,4,2,4,"NA",0
5,2,2019,number_only,16,1,"NA","NA","NA",8,4,3,4,"NA",0
5,2,2019,number_only,17,1,"NA","NA","NA",1,1,1,1,"NA",1
5,2,2019,number_only,17,1,"NA","NA","NA",1,1,2,1,"NA",1
5,2,2019,number_only,17,1,"NA","NA","NA",1,1,3,4,"NA",0
5,2,2019,number_only,17,1,"NA","NA","NA",1,1,4,1,"NA",1
5,2,2019,number_only,17,1,"NA","NA","NA",1,1,5,4,"NA",0
5,2,2019,number_only,17,1,"NA","NA","NA",1,1,6,4,"NA",0
5,2,2019,number_only,17,1,"NA","NA","NA",2,2,1,4,"NA",0
5,2,2019,number_only,17,1,"NA","NA","NA",2,2,2,1,"NA",1
5,2,2019,number_only,17,1,"NA","NA","NA",2,2,3,4,"NA",0
5,2,2019,number_only,17,1,"NA","NA","NA",2,2,4,4,"NA",0
5,2,2019,number_only,17,1,"NA","NA","NA",2,2,5,1,"NA",1
5,2,2019,number_only,17,1,"NA","NA","NA",2,2,6,4,"NA",0
5,2,2019,number_only,17,1,"NA","NA","NA",2,2,7,4,"NA",0
5,2,2019,number_only,17,1,"NA","NA","NA",2,2,8,4,"NA",0
5,2,2019,number_only,17,1,"NA","NA","NA",3,3,1,1,"NA",1
5,2,2019,number_only,17,1,"NA","NA","NA",3,3,2,1,"NA",1
5,2,2019,number_only,17,1,"NA","NA","NA",3,3,3,1,"NA",1
5,2,2019,number_only,17,1,"NA","NA","NA",3,3,4,1,"NA",1
5,2,2019,number_only,17,1,"NA","NA","NA",3,3,5,1,"NA",1
5,2,2019,number_only,17,1,"NA","NA","NA",3,3,6,4,"NA",0
5,2,2019,number_only,17,1,"NA","NA","NA",3,3,7,4,"NA",0
5,2,2019,number_only,17,1,"NA","NA","NA",4,4,1,4,"NA",0
5,2,2019,number_only,17,1,"NA","NA","NA",5,5,1,4,"NA",0
5,2,2019,number_only,17,1,"NA","NA","NA",5,5,2,1,"NA",1
5,2,2019,number_only,17,1,"NA","NA","NA",5,5,3,1,"NA",1
5,2,2019,number_only,17,1,"NA","NA","NA",6,6,1,1,"NA",1
5,2,2019,number_only,17,1,"NA","NA","NA",6,6,2,1,"NA",1
5,2,2019,number_only,17,1,"NA","NA","NA",6,6,3,4,"NA",0
5,2,2019,number_only,17,1,"NA","NA","NA",6,6,4,1,"NA",1
5,2,2019,number_only,17,1,"NA","NA","NA",7,7,1,1,"NA",1
5,2,2019,number_only,17,1,"NA","NA","NA",7,7,2,4,"NA",0
5,2,2019,number_only,17,1,"NA","NA","NA",8,8,1,4,"NA",0
5,2,2019,number_only,18,1,"NA","NA","NA",1,1,1,4,"NA",0
5,2,2019,number_only,18,1,"NA","NA","NA",2,2,1,4,"NA",0
5,2,2019,number_only,18,1,"NA","NA","NA",2,2,2,1,"NA",1
5,2,2019,number_only,18,1,"NA","NA","NA",2,2,3,1,"NA",1
5,2,2019,number_only,18,1,"NA","NA","NA",2,2,4,1,"NA",1
5,2,2019,number_only,18,1,"NA","NA","NA",2,2,5,4,"NA",0
5,2,2019,number_only,18,1,"NA","NA","NA",2,2,6,1,"NA",1
5,2,2019,number_only,18,1,"NA","NA","NA",3,3,1,1,"NA",1
5,2,2019,number_only,18,1,"NA","NA","NA",3,3,2,1,"NA",1
5,2,2019,number_only,18,1,"NA","NA","NA",3,3,3,1,"NA",1
5,2,2019,number_only,18,1,"NA","NA","NA",3,3,4,4,"NA",0
5,2,2019,number_only,18,1,"NA","NA","NA",4,4,1,4,"NA",0
5,2,2019,number_only,18,1,"NA","NA","NA",4,4,2,1,"NA",1
5,2,2019,number_only,18,1,"NA","NA","NA",6,5,1,4,"NA",0
5,2,2019,number_only,18,1,"NA","NA","NA",6,5,2,4,"NA",0
5,2,2019,number_only,19,1,"NA","NA","NA",1,1,1,4,"NA",0
5,2,2019,number_only,19,1,"NA","NA","NA",2,2,1,4,"NA",0
5,2,2019,number_only,19,1,"NA","NA","NA",2,2,2,4,"NA",0
5,2,2019,number_only,19,1,"NA","NA","NA",5,3,1,1,"NA",1
5,2,2019,number_only,19,1,"NA","NA","NA",5,3,2,1,"NA",1
5,2,2019,number_only,19,1,"NA","NA","NA",5,3,3,4,"NA",0
5,2,2019,number_only,19,1,"NA","NA","NA",5,3,4,1,"NA",1
5,2,2019,number_only,19,1,"NA","NA","NA",5,3,5,1,"NA",1
5,2,2019,number_only,19,1,"NA","NA","NA",5,3,6,1,"NA",1
5,2,2019,number_only,19,1,"NA","NA","NA",5,3,7,1,"NA",1
5,2,2019,number_only,19,1,"NA","NA","NA",5,3,8,4,"NA",0
5,2,2019,number_only,19,1,"NA","NA","NA",6,4,1,1,"NA",1
5,2,2019,number_only,19,1,"NA","NA","NA",7,5,1,4,"NA",0
5,2,2019,number_only,19,1,"NA","NA","NA",7,5,2,1,"NA",1
5,2,2019,number_only,19,1,"NA","NA","NA",7,5,3,1,"NA",1
5,2,2019,number_only,19,1,"NA","NA","NA",7,5,4,4,"NA",0
5,2,2019,number_only,19,1,"NA","NA","NA",8,6,1,1,"NA",1
5,2,2019,number_only,20,1,"NA","NA","NA",1,1,1,1,"NA",1
5,2,2019,number_only,20,1,"NA","NA","NA",1,1,2,1,"NA",1
5,2,2019,number_only,20,1,"NA","NA","NA",1,1,3,4,"NA",0
5,2,2019,number_only,20,1,"NA","NA","NA",1,1,4,4,"NA",0
5,2,2019,number_only,20,1,"NA","NA","NA",2,2,1,1,"NA",1
5,2,2019,number_only,20,1,"NA","NA","NA",2,2,2,1,"NA",1
5,2,2019,number_only,20,1,"NA","NA","NA",2,2,3,4,"NA",0
5,2,2019,number_only,20,1,"NA","NA","NA",2,2,4,1,"NA",1
5,2,2019,number_only,20,1,"NA","NA","NA",2,2,5,1,"NA",1
5,2,2019,number_only,20,1,"NA","NA","NA",2,2,6,4,"NA",0
5,2,2019,number_only,20,1,"NA","NA","NA",2,2,7,4,"NA",0
5,2,2019,number_only,20,1,"NA","NA","NA",2,2,8,1,"NA",1
5,2,2019,number_only,20,1,"NA","NA","NA",2,2,9,1,"NA",1
5,2,2019,number_only,20,1,"NA","NA","NA",2,2,10,1,"NA",1
5,2,2019,number_only,20,1,"NA","NA","NA",3,3,1,4,"NA",0
5,2,2019,number_only,20,1,"NA","NA","NA",3,3,2,4,"NA",0
5,2,2019,number_only,20,1,"NA","NA","NA",3,3,3,4,"NA",0
5,2,2019,number_only,20,1,"NA","NA","NA",3,3,4,4,"NA",0
5,2,2019,number_only,20,1,"NA","NA","NA",3,3,5,4,"NA",0
5,2,2019,number_only,20,1,"NA","NA","NA",4,4,1,4,"NA",0
5,2,2019,number_only,20,1,"NA","NA","NA",4,4,2,4,"NA",0
5,2,2019,number_only,20,1,"NA","NA","NA",4,4,3,1,"NA",1
5,2,2019,number_only,20,1,"NA","NA","NA",4,4,4,1,"NA",1
5,2,2019,number_only,20,1,"NA","NA","NA",4,4,5,4,"NA",0
5,2,2019,number_only,20,1,"NA","NA","NA",5,5,1,4,"NA",0
5,2,2019,number_only,20,1,"NA","NA","NA",5,5,2,1,"NA",1
5,2,2019,number_only,20,1,"NA","NA","NA",5,5,3,1,"NA",1
5,2,2019,number_only,20,1,"NA","NA","NA",5,5,4,4,"NA",0
5,2,2019,number_only,20,1,"NA","NA","NA",5,5,5,4,"NA",0
5,2,2019,number_only,20,1,"NA","NA","NA",5,5,6,1,"NA",1
5,2,2019,number_only,20,1,"NA","NA","NA",5,5,7,4,"NA",0
5,2,2019,number_only,20,1,"NA","NA","NA",5,5,8,1,"NA",1
5,2,2019,number_only,20,1,"NA","NA","NA",5,5,9,1,"NA",1
5,2,2019,number_only,20,1,"NA","NA","NA",6,6,1,1,"NA",1
5,2,2019,number_only,20,1,"NA","NA","NA",6,6,2,4,"NA",0
5,2,2019,number_only,20,1,"NA","NA","NA",6,6,3,1,"NA",1
5,2,2019,number_only,20,1,"NA","NA","NA",6,6,4,4,"NA",0
5,2,2019,number_only,20,1,"NA","NA","NA",6,6,5,1,"NA",1
5,2,2019,number_only,20,1,"NA","NA","NA",6,6,6,4,"NA",0
5,2,2019,number_only,20,1,"NA","NA","NA",6,6,7,4,"NA",0
5,2,2019,number_only,20,1,"NA","NA","NA",6,6,8,1,"NA",1
5,2,2019,number_only,20,1,"NA","NA","NA",7,7,1,4,"NA",0
5,2,2019,number_only,20,1,"NA","NA","NA",7,7,2,4,"NA",0
5,2,2019,number_only,20,1,"NA","NA","NA",7,7,3,1,"NA",1
